,title,PMID
2218,Acute respiratory distress syndrome as an initial presentation of hemophagocytic lymphohistiocytosis after induction therapy for acute myeloid leukemia.,2108336221381868
2219,Differential regulation of transcription through distinct Suppressor of Hairless DNA binding site architectures during Notch signaling in proneural clusters.,21041480
2220,Otx-dependent expression of proneural bHLH genes establishes a neuronal bilateral asymmetry in C. elegans.,21041366
2221,[Use of recombinant human luteinizing hormone for ovulation stimulation in in vitro fertilization-embryo transfer].,21029591
2222,Haemophagocytic lymphohistiocytosis complicating Hodgkin's lymphoma in an HIV-positive individual.,20975096
2223,Profile of hemophagocytic lymphohistiocytosis in children in a tertiary care hospital in India.,20972297
2224,"X-linked lymphoproliferative disease due to SAP/SH2D1A deficiency: a multicenter study on the manifestations, management and outcome of the disease.",20926771
2225,Antitumor activity of glycosylated molluscan hemocyanins via Guerin ascites tumor.,20923331
2226,[Treatment of severe hemophagocytic syndrome associated with visceral leishmaniasis].,20880678
2227,Myelodysplastic syndrome (MDS) as a late stage of subclinical hemophagocytic lymphohistiocytosis (HLH): a putative role for Leptospira infection. A hypothesis.,20870590
2228,Glycan structures and antiviral effect of the structural subunit RvH2 of Rapana hemocyanin.,20863484
2229,The transcriptional repressor ID2 can interact with the canonical clock components CLOCK and BMAL1 and mediate inhibitory effects on mPer1 expression.,20861012
2230,Reduced-intensity conditioning significantly improves survival of patients with hemophagocytic lymphohistiocytosis undergoing allogeneic hematopoietic cell transplantation.,20855862
2231,Initial audit of a basic and emergency neurosurgical training program in rural Tanzania.,20849781
2232,Rate of decline of ferritin in patients with hemophagocytic lymphohistiocytosis as a prognostic variable for mortality.,20842751
2233,"Ventriculocoronary artery connections with the hypoplastic left heart: a 4-year prospective study: incidence, echocardiographic and clinical features.",20820769
2234,Epstein-Barr virus-associated hemophagocytic lymphohistiocytosis: a retrospective study of 78 pediatric cases in mainland of China.,20819601
2235,Using flow cytometry to screen patients for X-linked lymphoproliferative disease due to SAP deficiency and XIAP deficiency.,20816973
2236,Secondary hemophagocytic syndrome in adults: a case series of 18 patients in a single institution and a review of literature.,20809477
2237,Spontaneous resolution of Epstein-Barr virus-associated hemophagocytic lymphohistiocytosis.,20806367
2238,STXBP2 mutations in children with familial haemophagocytic lymphohistiocytosis type 5.,20798128
2239,Familial hemophagocytic lymphohistiocytosis in a 6-week-old male infant.,20698142
2240,Identification of specific protein/E-box-containing DNA complexes: lessons from the ubiquitously expressed USF transcription factors of the b-HLH-LZ super family.,20694681
2241,poky/chuk/ikk1 is required for differentiation of the zebrafish embryonic epidermis.,20692251
2242,C. elegans twist gene expression in differentiated cell types is controlled by autoregulation through intron elements.,20691175
2243,Cytophagic histiocytic panniculitis and hemophagocytic lymphohistiocytosis: an overview.,20666826
2244,X-linked lymphoproliferative syndromes: brothers or distant cousins?,20660790
2245,Clinical significance of clonality and Epstein-Barr virus infection in adult patients with hemophagocytic lymphohistiocytosis.,20652965
2246,Beta-blocker therapy and hemophagocytic lymphohistiocytosis: a case report.,20634935
2247,Early and rapid detection of X-linked lymphoproliferative syndrome with SH2D1A mutations by flow cytometry.,20632414
2248,Local insulin-like growth factor I expression is essential for Purkinje neuron survival at birth.,20596079
2249,Development of secondary T-cell acute lymphoblastic leukemia in a child with hemophagocytic lymphohistiocytosis.,20589661
2250,Hidden in plain sight: macrophage activation syndrome complicating Adult Onset Still's Disease.,23875527
2251,Review of haemophagocytic lymphohistiocytosis.,20584844
2252,Upregulation of Id1 by Epstein-Barr virus-encoded LMP1 confers resistance to TGFbeta-mediated growth inhibition.,20565867
2253,Spectrum of clinical presentations in familial hemophagocytic lymphohistiocytosis type 5 patients with mutations in STXBP2.,20558610
2254,Inherited defects in lymphocyte cytotoxic activity.,20536552
2255,Critical care management of patients with hemophagocytic lymphohistiocytosis.,20532477
2256,Epstein-Barr virus-associated hemophagocytic lymphohistiocytosis in adults characterized by high viral genome load within circulating natural killer cells.,20504238
2257,XIAP deficiency: a unique primary immunodeficiency best classified as X-linked familial hemophagocytic lymphohistiocytosis and not as X-linked lymphoproliferative disease.,20489057
2258,STX11 mutations and clinical phenotypes of familial hemophagocytic lymphohistiocytosis in North America.,20486178
2259,Synthesis and conformation of an analog of the helix-loop-helix domain of the Id1 protein containing the O-acyl iso-prolyl-seryl switch motif.,20474042
2260,Distinct cytokine profiles of systemic-onset juvenile idiopathic arthritis-associated macrophage activation syndrome with particular emphasis on the role of interleukin-18 in its pathogenesis.,20472718
2261,[Aggressive NK-cell leukemia with sustained relapse-free survival after allogeneic peripheral blood stem cell transplantation].,20467222
2262,Characterization of variants in the promoter of BZLF1 gene of EBV in nonmalignant EBV-associated diseases in Chinese children.,20459737
2263,Angeborene hämophagozytische Lymphohistiozytose (HLH).,20458667
2264,Evolution of a genomic regulatory domain: the role of gene co-option and gene duplication in the Enhancer of split complex.,20458100
2265,Clinical significance of cloned expansion and CD5 down-regulation in Epstein-Barr Virus (EBV)-infected CD8+ T lymphocytes in EBV-associated hemophagocytic lymphohistiocytosis.,20443735
2266,Structure of the EF-hand domain of polycystin-2 suggests a mechanism for Ca2+-dependent regulation of polycystin-2 channel activity.,20439752
2267,Structure of hemocyanin from garden snail Helix lucorum.,20433940
2268,Neonatal hemophagocytic lymphohistiocytosis--case report.,20432763
2269,[Clinical analysis and follow-up study of Epstein-Barr virus associated-hemophagocytic lymphohistiocytosis in childhood].,20426937
2270,Myc interacts with Max and Miz1 to repress C/EBPdelta promoter activity and gene expression.,20426839
2271,[Clinical analysis on 28 patients with hemophagocytic lymphohistiocytosis syndrome].,20416189
2272,Recombinant human follicular stimulating hormone and recombinant human luteinizing hormone in a 2:1 ratio combination. Pharmacological characteristics and clinical applications.,20415593
2273,The spatial dynamics of tissue-specific promoters during C. elegans development.,20395364
2274,Analysis of human luteinizing hormone and human chorionic gonadotropin preparations of different origins by reversed-phase high-performance liquid chromatography.,20395104
2275,"Primary and secondary hemophagocytic lymphohistiocytosis: clinical features, pathogenesis and therapy.",20383897
2276,Microbiological findings and treatment of EBV-associated hemophagocytic lymphohistiocytosis: a case report.,20383798
2277,Visceral leishmaniasis and macrophagic activation syndrome in a patient with rheumatoid arthritis under treatment with adalimumab.,20378385
2278,Two novel mutations identified in an african-american child with chediak-higashi syndrome.,20368792
2279,Hemophagocytic lymphohistiocytosis at initiation of kawasaki disease and their differential diagnosis.,20367269
2280,Acquired hemophagocytic lymphohistiocytosis associated with multiple myeloma.,20358309
2281,Affinity of synthetic peptide fragments of MyoD for Id1 protein and their biological effects in several cancer cells.,20235117
2282,Inhibition of endothelial cell activation by bHLH protein E2-2 and its impairment of angiogenesis.,20231428
2283,[Significance of hyperprolactinemia for cytomorphologic features of breast secretions].,20225634
2284,Hemophagocytic lymphohistiocytosis secondary to Ehrlichia chaffeensis infection: a case report.,20224442
2285,Aplastic anemia presenting as hemophagocytic lymphohistiocytosis.,27265797
2286,Assessment of clinical and laboratory presentations of familial hemophagocytic lymphohistiocytosis patients with homozygous W374X mutation.,20197201
2287,Chronic murine typhoid fever is a natural model of secondary hemophagocytic lymphohistiocytosis.,20195482
2288,Silencing Id-1 with RNA interference inhibits adenoid cystic carcinoma in mice.,20189601
2289,Two percent of patients suspected of having Angelman syndrome have TCF4 mutations.,20184619
2290,"Kinetic analysis of the interaction of b/HLH/Z transcription factors Myc, Max, and Mad with cognate DNA.",20170194
2291,Juvenile myelomonocytic leukemia presenting with features of neonatal hemophagocytic lymphohistiocytosis and cutaneous juvenile xanthogranulomata and successfully treated with allogeneic hemopoietic stem cell transplant.,20168243
2292,Transcriptional control of stem cell maintenance in the Drosophila intestine.,20147375
2293,[Research advance on hemophagocytic lymphohistiocytosis].,20137160
2294,Kawasaki disease preceding haemophagocytic lymphohistiocytosis: challenges for developing world practitioners.,2013570220658642
2295,[Five adult cases of Epstein-Barr virus-associated hemophagocytic lymphohistiocytosis].,20134144
2296,Viral infections associated with haemophagocytic syndrome.,20127750
2297,Disseminated histoplasmosis associated with hemophagocytic lymphohistiocytosis in kidney transplant recipients.,20121728
2298,The outcome of hematopoietic stem cell transplantation in Korean children with hemophagocytic lymphohistiocytosis.,20113424
2299,Mutations in the perforin gene in children with hemophagocytic lymphohistiocytosis.,20092789
2300,Reengineering natural design by rational design and in vivo library selection: the HLH subdomain in bHLHZ proteins is a unique requirement for DNA-binding function.,20086039
2301,[Hemophagocytosis associated with cytomegalovirus infection and azathioprine treatment for inflammatory bowel disease].,20056098
2302,Neutralization of IFNgamma defeats haemophagocytosis in LCMV-infected perforin- and Rab27a-deficient mice.,20049711
2303,Familial haemophagocytic lymphohistiocytosis: two case reports.,22736603
2304,Mid-follicular LH supplementation in women aged 35-39 years undergoing ICSI cycles: a randomized controlled study.,2003103221575849
